Mes,Precio/litro Nacional - SIGLeA,Precio/kg. de SU Nacional - SIGLeA,IPC - INDEC CoberNac,"Leche, Productos Lácteos y Huevos GBA -INDEC",IPIM Nivel General - INDEC,IPIM Lácteos - INDEC,DOLAR OFICIAL $/US$,PRODUCCION NACIONAL DE LECHE millones de lts./mes,Producción diaria por tambos NACIONAL,GRASA BUTIROSA   %,PROTEINA  %,UFC/ml      en miles,CELULAS SOMÁTICAS  en miles,RELACION LECHE/MAIZ,RELACION VAQUILLONA AL PARIR - LECHE,COSTO ,RENTABILIDAD,EXPORTACIONES             miles de US$/mes,EXPORTACIONES             toneladas/mes,ELABORACIÓN TOTAL ,EXISTENCIAS TOTAL ,VENTAS TOTALES ,LECHE COMUN ENTERA $/litro,QUESO TIPO CUARTIROLO $/kg ,YOGUR para beber sachet $/1000 grs,LPE GDT dólares/ton.,Indice de Precios de los Lácteos FAO
2024-03-01,331.68,4661.86,5357.0929,6942.3572,9044.947359255844,6635.309922527691,850.3377,704.307,2341.0,0.0374,0.0338,91.0,451.0,2.3,4168.0,309.04,0.034,107465.0,29976.0,179889.0,122137.73716418102,158013.35535207918,1114.65,7141.31,2384.64,3214.5,124.2
2024-04-01,354.87,4847.89,5830.2271,7524.5792,9356.888042130906,7368.29502872434,868.9583,714.27,2445.0,0.0385,0.0348,84.0,432.0,2.35,4401.0,321.34,0.043,103783.0,29056.0,165382.85105445964,109653.92563144195,152221.70027837172,1196.96,8383.81,2481.45,3257.5,123.7
2024-05-01,389.33,5230.35,6073.7165,7826.3584,9682.8153621046,7857.366496003551,886.8636,787.137,2608.0,0.039,0.0355,67.0,397.0,2.45,5142.0,351.28,0.046,97283.0,25945.0,188458.0,116140.0,162765.0,1226.29,8808.59,2621.56,3379.0,126.0
2024-06-01,403.38,5512.23,6351.7145,8076.1154,9940.066614352716,8426.106628750562,903.7794,841.539,2881.0,0.0383,0.0349,79.0,368.0,2.5,5363.0,366.87,0.0429,91159.2,24301.0,182817.05310218726,116874.99503815018,142025.87664867184,1269.29,9208.32,2685.21,3436.0,127.8
2024-07-01,411.7,5762.27,6607.7479,8266.0312,10246.484931852285,8627.945083015165,923.7652,941.0,3118.0,0.03823038453633241,0.035001189973978955,81.3586691,339.9,2.66,4964.0,374.06,0.0459,115574.7,31898.1,203449.0,117386.65460460616,181857.2654299089,1255.45,9516.02,2807.62,3180.0,127.7
2024-08-01,418.7,5762.27,6883.4412,8661.9478,10458.627751033107,8859.996336549475,942.9204,992.8,3771.0,0.0380323656804755,0.034717621395850135,79.2650947,321.6,2.62,4559.0,375.03,0.057,104802.6,27866.1,217523.16563597266,127184.48329112203,185998.2907464473,1323.27,9775.39,2936.19,3370.5,130.6
2024-09-01,426.18,5937.24,7122.2421,8925.3385,10665.282497251941,8989.557235815664,961.8254,1014.951,3561.0,0.0375,0.0344,84.0,305.0,2.5338226992802464,5432.0,395.874,0.0386,115606.05769000002,31090.695149999996,207278.0,137512.0,172393.0,1322.22,9916.71,3086.48,3417.0,136.3
2024-10-01,434.86286880482714,6142.43,7313.9542,9145.4461,10791.47939854304,9148.512605823827,981.5682,1062.144,3637.0,0.0369,0.0341,91.0,309.0,2.4309964337672785,5377.0,405.01,0.0379,149797.0,40200.0,223938.0,143284.0,188120.0,1356.47,10038.77,3124.67,3556.0,139.1
2024-11-01,439.73,6274.27,7491.4314,9372.5569,10941.223782023582,9351.379260454758,1001.8377175438596,1018.8,3707.0,0.0364,0.0338,100.0,327.0,2.4068411999722037,5586.0,407.41,0.0414,145149.0,37937.0,204542.0,145767.0,174724.0,1395.06,10211.45,3292.69,3769.5,139.9
2024-12-01,441.1,6296.65,7694.0075,9514.0546,11034.04378561895,9429.317342659268,1020.7061,993.5,3511.0,0.0364,0.0337,95.0,357.0,2.41,5993.0,411.59,0.0395,130901.0,34198.0,207902.71083042014,160572.8627520082,169678.22178511127,1424.76,10420.95,3387.03,3937.0,138.9
2025-01-01,444.11,6355.69,7864.1257,9704.1048,11200.301971921785,9537.869897574046,1043.5644,880.7,3155.0,0.0364,0.0336,88.0,375.0,2.16,6061.0,417.67,0.0339,116089.0,29531.0,195346.0,153135.0,182305.0,1453.45,10751.05,3376.53,3896.0,142.9
